epoch,train,val
1,0.08042870220391238,0.08831897216598396
2,0.080230570368554,0.0876895792699323
3,0.07950808712736014,0.08832430335132922
4,0.07999751238126593,0.08818994790163118
5,0.07929286475908426,0.08618689703091773
6,0.07786828229817226,0.08777599755174456
7,0.07728752139832405,0.08642570852609839
8,0.07777584966413412,0.08538973265064545
9,0.07781571971812139,0.08285535307694171
10,0.07942679710237646,0.08912666757186805
11,0.08725072599696258,0.0877863500617144
12,0.08534539517066803,0.08963074629441181
13,0.08753116090413607,0.09073150896594548
14,0.08786108924108482,0.0903271854065094
15,0.08382765078117588,0.08893088903894883
16,0.09024561246467921,0.09650342691575346
17,0.09303726284601543,0.09277839678317792
18,0.09041387464992437,0.08943775771460499
19,0.08521399918264075,0.08752131235686539
