epoch,train,val
1,0.08921795849593318,0.09423518112301826
2,0.08833385741224094,0.09429996103048324
3,0.08797405960912608,0.09512815576791764
4,0.08859011270926923,0.09377687638998032
5,0.0883201728122575,0.09404750576615334
6,0.08781683153765542,0.09375408628582954
7,0.0874017197976307,0.09393699300289154
8,0.08719239022658795,0.09321257755160332
9,0.08742684970765698,0.09462956735491752
10,0.08762855598817067,0.09442462688684464
11,0.08773963560255206,0.09437289875745773
12,0.08735573342807439,0.09472635599970818
13,0.0872077787336038,0.09370788329839706
14,0.0865612183724131,0.09307964473962783
15,0.08636786121555737,0.09429265686869621
16,0.0864625220572462,0.09460304206609726
17,0.08654297731908,0.09418013989925385
