epoch,train,val
1,0.6295570045471192,0.48798030757904054
2,0.4101266916155815,0.3118641414642334
3,0.1851701488137245,0.13262064009904861
4,0.12464215295612813,0.11563553982973099
5,0.11729471820890904,0.11384668743610382
6,0.11263670552819967,0.11135103231668472
7,0.1120131866812706,0.11199903064966202
8,0.10718607043623925,0.10452479070425033
9,0.09974848834723234,0.10261424905061722
10,0.0983833998605609,0.10217699310183526
11,0.09756063796281815,0.10414580407738686
12,0.09527809337377548,0.10158008044958114
13,0.09599963840693235,0.10443387711048126
14,0.09618122906684876,0.10420909166336059
15,0.0954033155426383,0.10434112176299096
16,0.09869134062230588,0.10584251034259796
17,0.09783818465322255,0.10090506497025489
18,0.0977812420129776,0.10397422122955323
19,0.09513835579007864,0.10174116736650467
20,0.0944338392212987,0.10584701806306838
21,0.09696625322252513,0.10475620025396347
22,0.09428247131705284,0.1026346669793129
23,0.09625845237970353,0.10244920438528062
24,0.092741541197896,0.10323812705278397
25,0.09408994775265456,0.10168366345763206
26,0.09347508547902107,0.10172864973545075
27,0.09201583995819092,0.10663464647531509
28,0.0932883641883731,0.1067139043211937
29,0.09276730958968402,0.10523915326595307
30,0.09014270635843277,0.10386471778154373
31,0.08859606730639935,0.1091303419470787
32,0.08810357394963503,0.1045015605688095
33,0.0877184700280428,0.10494632428884507
34,0.08824674727022648,0.1077794572710991
35,0.09087378879189491,0.10342298722267151
36,0.08933748976141215,0.10479648911952973
37,0.08674206705391407,0.10183815532922745
38,0.08658751894682645,0.10585057735443115
39,0.08679975605905056,0.10614012426137924
40,0.08677311023026704,0.1066130762398243
