epoch,train,val
1,0.0784645945083969,0.10118256035583237
2,0.07837038798716765,0.10178072319831699
3,0.07791774522972707,0.10135255033114496
4,0.07955689585558594,0.10302438374716215
5,0.08103922970746492,0.10251715804378574
6,0.07987641849487039,0.10186367061956283
7,0.07859168050460297,0.10262616738103904
8,0.07824488024354172,0.10266951733053876
9,0.07827491102979915,0.10306646413384722
10,0.07801435944535275,0.10116894280788703
11,0.07749459679580672,0.10312651978053439
12,0.07827554045034214,0.10219786607194692
13,0.07679325611531687,0.1031880809370285
14,0.07863070204921799,0.10500360368034588
15,0.08672039316364524,0.10412668875561884
16,0.08246059952902386,0.10392643997553162
17,0.08242253838956819,0.10583734148755096
18,0.08314129576318272,0.10378085196806261
19,0.08261732286670197,0.10222085586820658
20,0.07892697852863517,0.10372884455136955
21,0.07891605353814764,0.10296786855010745
22,0.08246337243196063,0.10793202677562547
23,0.08493145254802219,0.10850710747763515
24,0.08424833279470885,0.10880892311867613
25,0.08374014334912155,0.10539727529976517
26,0.07834286194674497,0.10384126240387559
27,0.07751135637344189,0.10263192663506533
28,0.07763822354298561,0.1023648868386562
29,0.07768049118514522,0.10583985595999715
30,0.07911934904955528,0.10311419442475128
31,0.08005991693539258,0.1044786235389228
32,0.08403353345527316,0.10554881581964974
33,0.08471249812226549,0.11314642945161232
34,0.08652497520772473,0.1120176948248767
35,0.08975441936290868,0.10486315357355544
36,0.0890746118562136,0.10953128596660323
37,0.09367769438118452,0.11059458402451128
38,0.09341672745029621,0.10835617041895883
39,0.09443967702484782,0.10940386220597877
40,0.094693623498134,0.11001329290537307
41,0.09663974459250406,0.11153903766535223
42,0.09343842464452572,0.10643398081167386
43,0.08861212094347044,0.10416969611273649
44,0.08838264830061578,0.10584559968601052
45,0.08681783811601687,0.1092816231539473
46,0.08712104784715038,0.10632052873440373
47,0.09093383609339423,0.10475400888110296
48,0.08791961496387346,0.10523989837831603
49,0.08703443790211025,0.10553061389901604
50,0.08862731484848291,0.1058403092275302
51,0.08710227439771656,0.10483751720927942
52,0.08665842815619565,0.10553984614447333
53,0.08860974249065895,0.10553858084425044
54,0.08882627303739235,0.10590687018926613
55,0.08545180077492345,0.10421519598457962
56,0.08725216571348282,0.10383909278943275
57,0.08759119638369177,0.10549516266641709
58,0.08822019360929624,0.10555061000363472
59,0.09184286777196257,0.10486958628126349
60,0.09457528933978412,0.10521509618355104
61,0.09329929570539099,0.10556500107766344
62,0.09560903490131986,0.10829551030810063
63,0.10438871576161923,0.10804970673500346
64,0.09807112104722226,0.10792788286478473
