epoch,train,val
1,0.27778400339126585,0.7180948057174683
2,0.27482402014255525,0.7065934181213379
3,0.2718803990459442,0.6995693650245667
4,0.27055544532775877,0.7007051024436951
5,0.26878694329738617,0.737627587556839
6,0.26709106474876404,0.7507016756534577
7,0.2655420615625381,0.7549688892364502
8,0.26383959609508517,0.7802545495033264
9,0.26263655893802645,0.7495127112865448
10,0.261434859828949,0.7414595861434936
11,0.2601985594749451,0.7395373120307922
12,0.2581925485467911,0.788742386341095
13,0.25772840420246124,0.7486374478340149
14,0.2556409468579292,0.8058483009338379
15,0.25501625257492067,0.7627627782821655
16,0.2534054438638687,0.774632257938385
17,0.2525691043567658,0.7484513411521911
18,0.25127236339092257,0.8017773017883301
19,0.250015402007103,0.7759282312393189
20,0.24921021436691285,0.7597572543621063
21,0.24849412919044495,0.7644097514152527
22,0.2472722241830826,0.7600769159793854
23,0.24655635160446168,0.7950030689239502
24,0.24620339386463166,0.7559194359779358
25,0.24454389641761778,0.8127420210838318
26,0.2437060272550583,0.7930794131755828
27,0.24259828302383424,0.8033066430091858
28,0.24163401258707046,0.7912842202186584
29,0.24098058510541917,0.8225431108474731
30,0.23967041553020477,0.798330945968628
31,0.23946704871177674,0.8133583269119262
32,0.23865341344833374,0.8129690217971802
33,0.23772840620994568,0.8024417090415955
34,0.236408913397789,0.8507304654121399
35,0.23598869961738586,0.8149344544410706
36,0.23564221183776857,0.7765786728858948
37,0.2342322644495964,0.7664585814476014
38,0.23352429625034332,0.8096337642669678
39,0.23329686294078827,0.8255545115470886
40,0.232216368496418,0.7838678326606751
41,0.23219463416099548,0.8177255783081054
42,0.23094260016441345,0.8308462734222413
43,0.2306305143737793,0.8199457659721374
44,0.22967652983903886,0.8233480701446533
45,0.22903802381038665,0.8053960680961609
46,0.22877714854240416,0.8197916092872619
47,0.22827965754508972,0.7860796554088593
48,0.22801613374233246,0.8220523319244385
49,0.22698619598388672,0.7785091261863708
50,0.22643587462902068,0.7953978714942932
