epoch,train,val
1,0.3944767553138733,0.5906631031036377
2,0.3825161867952347,0.610354350566864
3,0.373624396443367,0.5874282495975495
4,0.3666375298023224,0.6638476188182831
5,0.35859343786716463,0.613542911529541
6,0.349816468501091,0.660036093711853
7,0.34073449520587923,0.6171720774173737
8,0.33183108481407164,0.6580973234176636
9,0.3254929722595215,0.6532959873676301
10,0.31912655762672426,0.6308708510398865
11,0.3129026273536682,0.6473107471466064
12,0.3070907960224152,0.6409547567367554
13,0.3032369330596924,0.6517489056587219
14,0.2993440859365463,0.7131520552635193
15,0.29453046571731567,0.7015715067386628
16,0.2900113436317444,0.7161376943588257
17,0.2873658311653137,0.7165218901634216
18,0.28288987481594086,0.7196842172145843
