epoch,train,val
1,0.7921840390364329,0.7743174333572388
2,0.5316432089964549,0.6553114728927613
3,0.4888565162817637,1.1391441860198974
4,0.47035601363182067,1.033180890083313
5,0.4424761044184367,0.9022276554107665
6,0.42263803172111514,0.7446338582038879
7,0.4210872075239817,0.6578817253112793
8,0.41858316779136656,0.6037487192153931
9,0.4160276150306066,0.5956916246414184
10,0.41356993282636006,0.6409661612510681
11,0.41006697840690615,0.5789028193950653
12,0.40644228461583454,0.5875967540740967
13,0.4023220473766327,0.6195144934654235
14,0.39945078811645507,0.6251340019702911
15,0.39727555836041767,0.6207234239578248
16,0.39524584245681765,0.596762166261673
17,0.392290522813797,0.6135028352737427
18,0.38922609848181405,0.5748600714206695
19,0.3867724319458008,0.6078940680027008
20,0.38395088073412575,0.592984061717987
21,0.38108833577632906,0.6281231224536896
22,0.3789865299224853,0.6102291295528411
23,0.3757251567522685,0.5877849164009095
24,0.3730215171893438,0.6004980843067169
25,0.3709629707813263,0.5806825659275054
26,0.3686415671189626,0.5962509081363678
27,0.3665206106424332,0.6357344596385955
28,0.3643013278881709,0.6247320046424866
29,0.36147651988665264,0.593267450094223
30,0.35920254100958504,0.6069268002510071
31,0.35745786091486614,0.6356140718460083
32,0.3546344075759252,0.6260163247585296
33,0.35232644017537434,0.6035568337440491
34,0.35017236497402193,0.5892420856952667
35,0.34782242352962495,0.6008698997497559
36,0.34666138633092247,0.6090452427864075
37,0.34389204080899555,0.686832790851593
38,0.34179799983501435,0.6628879270553589
39,0.33978011445204415,0.6739604778289795
40,0.33773296241760253,0.6229382183551788
41,0.3351034829537074,0.6347583394050598
42,0.3342078247865041,0.6156930613517761
43,0.33150616087913515,0.6655836038589478
44,0.32979181572596233,0.6420953488349914
45,0.32764712380568184,0.6244415128231049
46,0.3256342187801997,0.663340255022049
47,0.3244982102950414,0.6508619279861451
48,0.3226506348450979,0.6830254836082459
49,0.3200639607191086,0.6181981732845306
50,0.3180638702472051,0.6527847106456757
51,0.3167972477515539,0.6594850008487702
52,0.3153027700742086,0.6398732774257659
53,0.3138892580747604,0.6502866568565369
54,0.31204780956904093,0.6410710027217865
55,0.3106026576836904,0.6913342418670654
56,0.3085568504333496,0.6997674386501312
57,0.30781172035535176,0.70016170835495
58,0.3047907262881597,0.6846362400054932
59,0.30333213624159494,0.6866305022239685
60,0.301573015999794,0.6613217515945434
61,0.2999852493127187,0.6956178371906281
62,0.2987046515464783,0.6964218513965607
63,0.2967953736225764,0.7062686245441436
64,0.295711350607872,0.6526441533565521
65,0.2950600749651591,0.7200509617328644
66,0.2932446288983027,0.7350825667381287
67,0.29059806338946026,0.6990034725666047
68,0.28989953201611834,0.6845901646614074
69,0.2879538024346034,0.7354943993091583
70,0.2873630178054174,0.7742816400527954
71,0.2855917840719223,0.7334538605213166
72,0.2844298167308172,0.7049475343227386
73,0.2833474265019099,0.7043725395202637
74,0.28226214701334634,0.6969272222518921
75,0.28157234387397767,0.7263858938217163
76,0.2796794385989507,0.6981929430961609
77,0.2778831236521403,0.7112134976387023
78,0.2768048842986425,0.7151651327610016
79,0.276935822224617,0.7419449985027313
80,0.27502041906515756,0.7784496150016784
81,0.27442173710664114,0.7758165340423584
82,0.2732102339108785,0.7151152994632721
83,0.2717011518796285,0.7351823179721833
84,0.2712405378182729,0.7480348732471466
85,0.26981681106885275,0.7951296553611755
86,0.2685043342908223,0.7189940755367279
87,0.2690885989268621,0.7189945287704468
88,0.26760714546044667,0.7893904099464416
89,0.26587618448734285,0.7453086731433869
90,0.26552190301418305,0.7407096846103668
91,0.26405570857524874,0.7391438217163085
92,0.2639557636737824,0.7555222172737122
93,0.2625299196243286,0.7441386909484863
94,0.26182162237962087,0.7780861711502075
95,0.2617403467257818,0.7576294820308686
96,0.26021125257015226,0.7759519317150116
97,0.25928200461069745,0.7645524053573608
98,0.25983200143973034,0.7562696194648743
99,0.2583090495268504,0.7781710064411164
100,0.25743340633710227,0.838056788444519
