epoch,train,val
1,0.08615195910483599,0.10658640637993813
2,0.08631470226496459,0.10538661998510361
3,0.08623510705679654,0.10460742670297622
4,0.08747602927088738,0.10472922307252884
5,0.08691568678766488,0.10645928546786308
6,0.08580653920024633,0.10276615929603576
7,0.08571826346814633,0.10422490334510803
8,0.08508511516451836,0.10400531202554703
9,0.08665405400544406,0.1074113906621933
10,0.08633189659416675,0.10665593606233596
11,0.0890765609666705,0.10995944449305535
12,0.08882420475780964,0.10709373989701271
13,0.09203417438268661,0.11020782452821731
