epoch,train
1,0.012275924120331183
2,0.010227325634332374
3,0.011511639488162473
4,0.010563003277638927
5,0.010940386797301471
6,0.01509213275858201
7,0.017454044107580557
8,0.011206362396478653
9,0.013450307975290343
10,0.010561825591139495
11,0.014648289215983823
12,0.010226029087789357
13,0.010347944509703666
14,0.01256817189278081
15,0.012788135325536132
16,0.013390854699537158
17,0.010727605083957314
18,0.01127196624292992
19,0.012260356597835198
20,0.012538761686300859
21,0.011550024297321215
22,0.011681336269248277
23,0.01189193720347248
24,0.011240420892136171
25,0.011718586174538359
26,0.011281243030680344
27,0.010295418178429827
28,0.009788685390958562
29,0.011934174312045798
30,0.010191726090852171
31,0.011521252745296806
32,0.011925301369046792
33,0.012990161019843072
34,0.012426092434907332
35,0.01202253217343241
36,0.009804890665691346
37,0.010586209973553196
38,0.012895517167635262
39,0.010732541180914268
40,0.01072662346996367
41,0.012720371450996026
42,0.015691753214923665
43,0.012030927406158298
44,0.011677362985210493
45,0.010694051801692694
46,0.01218183440505527
47,0.011368266685167328
48,0.011441748036304489
49,0.012991073337616399
50,0.010255742265144363
51,0.01159475589520298
52,0.010358773171901703
53,0.010959398583509028
54,0.010928969626547769
55,0.010749609005870298
56,0.013396489259321243
57,0.010381831583799794
58,0.009248313115676865
59,0.012201281992020085
60,0.014559514616848901
61,0.010150106478249654
62,0.010561285074800253
63,0.011867267865454778
64,0.010121574392542243
65,0.011026823485735804
66,0.01170435338281095
67,0.009819575177971274
68,0.013820687017869204
69,0.011358231859048828
70,0.01022595728863962
71,0.01113308416097425
72,0.012528130027931184
73,0.011517027509398758
74,0.010361866763560101
75,0.010074943391373381
76,0.011699299881001934
77,0.010452087182784453
78,0.013277786812977865
79,0.011173491453519091
80,0.009982159826904535
81,0.010450360859977081
82,0.013590552494861186
83,0.011421831208281219
84,0.010470024251844734
85,0.010725915402872488
86,0.010358008672483265
87,0.011503130866913125
88,0.010798559931572527
89,0.011692147119902074
90,0.009948821854777634
91,0.011003181076375768
92,0.011086052167229354
93,0.010505568410735577
94,0.012534525332739577
95,0.010313438513549045
96,0.011764112743549049
97,0.01172655462869443
98,0.011163755727466196
99,0.010065706766908988
100,0.010969025082886219
101,0.009505111665930599
102,0.01206700928742066
103,0.013448530138703063
104,0.011363331723259762
105,0.00977125740610063
106,0.013015077769523486
107,0.010395328456070274
108,0.011717634130036458
109,0.0119469239434693
110,0.011834101343993098
111,0.010034833831014112
112,0.0109273211855907
113,0.01062967858160846
114,0.00899308902444318
115,0.012011033861199394
116,0.010205441096331924
117,0.011184816743480042
118,0.012030893238261342
119,0.009817927872063592
120,0.012134244432672858
121,0.012780201592249796
122,0.008860827365424484
123,0.010837002599146217
124,0.012893843406345695
125,0.010187716921791434
126,0.011328838940244168
127,0.010262378869811073
128,0.011687131656799465
129,0.009051698667462915
130,0.011910479195648804
131,0.009798086830414832
132,0.010889776865951717
133,0.01186026429058984
134,0.010921473061898723
135,0.011047270352719352
136,0.009809646726353094
137,0.012034206854877993
138,0.010367022972786799
139,0.011972319975029677
140,0.014141683030175045
141,0.011267199733993039
142,0.01117529347538948
143,0.010161424608668312
144,0.009527784073725343
145,0.0106808349955827
146,0.011347606690833345
147,0.011520487605594099
148,0.011642470868537202
149,0.011321857862640172
150,0.010704609710955992
151,0.009828549926169217
152,0.008951519208494574
153,0.010595576924970374
154,0.010964035987854004
155,0.010897162836045027
156,0.010105036431923509
157,0.013377048715483397
158,0.010571936203632504
159,0.010091391246533021
160,0.010530790139455348
161,0.013133101514540613
162,0.010958527767797932
163,0.010596160223940387
164,0.011068987776525319
165,0.010304697876563296
166,0.01019166802871041
167,0.01154641411267221
168,0.009721186390379444
169,0.010466035484569147
170,0.013122473756084219
171,0.010039170738309622
172,0.010814052220666781
173,0.012418237718520686
174,0.011584975116420537
175,0.01048201773664914
176,0.01023025467293337
177,0.010680802341084927
178,0.011105683486675844
179,0.010632014978909865
180,0.009590362635208294
181,0.010982772073475644
182,0.010492995730601251
183,0.014434654702199623
184,0.012349179713055491
185,0.011527271330123767
186,0.011722952651325613
187,0.015990503161447123
188,0.010874162602704018
189,0.010053817910375074
190,0.012090109870769083
191,0.00965375464875251
192,0.01158958172891289
193,0.01122230151668191
194,0.013521248270990327
195,0.011203480389667675
196,0.010569671809207648
197,0.009748013078933582
198,0.010874659550609067
199,0.01206669260864146
200,0.010303809598553926
201,0.010827459685970098
202,0.010693680931581184
203,0.00999538743053563
204,0.010649671836290509
205,0.011062453035265207
206,0.012527060171123594
207,0.011950331361731514
208,0.010457139840582386
209,0.01106634721509181
210,0.010753988055512309
211,0.01187061969540082
212,0.012423863809090108
213,0.011557288089534268
214,0.013083264057058841
215,0.011338703479850665
216,0.0114489289408084
217,0.010316960251657292
218,0.0117213842459023
219,0.010024486429756507
220,0.010423643805552274
221,0.011616362316999584
222,0.011783403111621737
223,0.010773833491839468
224,0.013610048627015203
225,0.009676946676336229
226,0.008962086925748736
227,0.01107107600546442
228,0.012817750772228464
229,0.011984846671111882
230,0.012755911739077419
231,0.011820338957477361
232,0.011327509564580396
233,0.010407130845123902
234,0.011749557888833806
235,0.011808786483015865
236,0.01296012438251637
237,0.010272035229718313
238,0.011369972751708701
239,0.01086465860134922
