epoch,train,val
1,1.2031255496978759,0.8942180533409119
2,0.8865281673749288,0.8681832728385925
3,0.8656274571736654,0.8550459756851196
4,0.8595710660934448,0.842203085899353
5,0.8469687417030335,0.8431934571266174
6,0.8449801875114441,0.8443041663169861
7,0.8447239918073018,0.8433164477348327
8,0.8436766504923503,0.8413926277160645
9,0.846046082941691,0.8398555936813354
10,0.8394377046585083,0.8256394791603089
11,0.8112814348856608,0.8069211716651916
12,0.8125956118583679,0.8158403658866882
13,0.790741802183787,0.7729201612472534
14,0.749702718257904,0.7254093680381775
15,0.7152639169375101,0.702238299369812
16,0.6899086974143982,0.6825254464149475
17,0.6729467917283376,0.6693266606330872
18,0.6637601526260376,0.6581154613494873
19,0.6502804613272349,0.6513206300735473
20,0.6414827027956644,0.6409108180999756
21,0.6344806145668029,0.6350580232143402
22,0.6332130673408508,0.6379076991081237
23,0.632672705523173,0.634081669330597
24,0.6312425543467204,0.6327868876457214
25,0.6298193165302277,0.6307153589725495
26,0.6290409796873728,0.6318499529361725
27,0.6291743575255077,0.6289585604667663
28,0.627104937505722,0.6352841725349426
29,0.6286222867012023,0.633048198223114
30,0.6259657421747843,0.6304794807434082
31,0.6240437136173248,0.6265199642181396
32,0.6222334266503652,0.6256522510051727
33,0.6220929425557454,0.6236385531425476
34,0.6205864941914876,0.6245697689056396
35,0.6212375566164653,0.6218169722557068
36,0.6191772753556569,0.6196593737602234
37,0.6166106991449992,0.6228238770961761
38,0.6118426319122314,0.6144586260318756
39,0.6074779826323191,0.610160752773285
40,0.605984666077296,0.6068343007564545
41,0.6040313251495362,0.6039177048206329
42,0.6022992680390676,0.6059952218532563
43,0.6017312743504842,0.606322764635086
44,0.6019949273109436,0.5983186311721802
45,0.6005178841431935,0.6041084799766541
46,0.5994562148094177,0.6004784398078918
47,0.5990165277322134,0.6031991555690766
48,0.5990349359989167,0.5990840692520142
49,0.5994318458716075,0.6043392488956452
50,0.5972522091706594,0.5984634683132172
51,0.5960746910889944,0.6000741357803345
52,0.5969263460636139,0.5988236622810363
53,0.5953631898403168,0.6019782629013062
